ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:393(dynkin_diagram)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/pretty_print.py:68(__init__)
12,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1074(<listcomp>)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:576(_get_free_pos)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:1080(_list)
4,0.000,0.000,0.000,0.000,{method '_coerce_map_via' of 'sage.structure.parent.Parent' objects}
43,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:565(initialized)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/dateutil/tz/tz.py:74(utcoffset)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/uuid.py:333(hex)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/rational_field.py:340(_coerce_map_from_)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:3952(extraspecial_pair)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:606(_repr_)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/utils/dir2.py:54(get_real_method)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1605(subcategory_class)
192,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:241(<genexpr>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:636(__classcall__)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2833(apply_defaults)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:1105(<genexpr>)
21,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/trait_types.py:161(validate)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:114(<dictcomp>)
840,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:80(empty_like)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/synchronize.py:114(_make_name)
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1089(path_stats)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:1606(coefficients)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1446(_remove_notifiers)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:11198(add_edges)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2803(kwargs)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/display.py:57(_safe_exists)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/homset.py:39(RingHomset)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/pushout.py:3688(pushout)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1084(zero)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/magmas.py:814(__init_extra__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:522(_repr_object_names)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:331(element_class)
14,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:236(__init__)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:173(__exit__)
3,0.000,0.000,0.000,0.000,{method 'add_edges' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
20,0.000,0.000,0.000,0.000,{method 'has_coerce_map_from' of 'sage.structure.parent.Parent' objects}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:97(closegroup)
123,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:604(keys)
2,0.000,0.000,0.000,0.000,{sage.sets.recursively_enumerated_set.RecursivelyEnumeratedSet}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:201(__init__)
720,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:264(<lambda>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/tempfile.py:153(__next__)
4,0.000,0.000,0.000,0.000,{method 'subgraph_given_vertices' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:585(_classify_pyc)
64,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/call.py:22(__init__)
11,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:946(_abstract_element_class)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/vector_spaces.py:39(__classcall_private__)
46,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:521(instance)
73,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:57(__init__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/infinity.py:1118(_element_constructor_)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:241(<listcomp>)
76,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:203(cartan_type)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1587(_fill_cache)
2,0.000,0.000,0.000,0.000,{built-in method builtins.eval}
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/genericpath.py:16(exists)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:142(fundamental_weight)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/display_manager.py:494(_preferred_text_formatter)
3,0.000,0.000,0.000,0.000,{built-in method fcntl.ioctl}
24,0.000,0.000,0.000,0.000,{built-in method builtins.all}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/homset.py:70(__init__)
6,0.000,0.000,0.000,0.000,{sage.modules.free_module_element.vector}
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:3182(validate)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:162(__init__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:1960(map_coefficients)
24,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:155(<listcomp>)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:132(__init__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:496(__repr_object_names)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:1232(__init__)
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1211(neighbor_out_iterator)
48,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:264(<listcomp>)
116,0.000,0.000,0.000,0.000,{built-in method time.time}
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:579(<setcomp>)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:198(cb)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:3339(level_sets)
61,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:255(get)
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1279(close)
444,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:701(<listcomp>)
1,0.000,0.000,0.000,0.000,{built-in method posix.listdir}
468,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:597(_transpose_dispatcher)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:100(acquire)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1343(_path_hooks)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:923(sum)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/structure_coefficients.py:215(<dictcomp>)
61,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:630(<listcomp>)
127,0.000,0.000,0.000,0.000,{method 'startswith' of 'str' objects}
131,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10738(vertex_iterator)
12/6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:364(add_edge)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1825(or_subcategory)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:125(release)
75,0.000,0.000,0.000,0.000,{method 'acquire' of '_multiprocessing.SemLock' objects}
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:292(_optimize_charset)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/verbose.py:116(verbose)
1,0.000,0.000,0.000,0.000,{built-in method _thread.start_new_thread}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/_monitor.py:1(<module>)
1,0.000,0.000,0.000,0.000,{method 'randint' of 'numpy.random.mtrand.RandomState' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:693(<listcomp>)
284,0.000,0.000,0.000,0.000,{method 'values' of 'dict' objects}
82,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:234(__next)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:247(tqdm)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:2506(category)
11,0.000,0.000,0.000,0.000,{method 'register_as_coercion' of 'sage.categories.morphism.Morphism' objects}
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:583(_decr_instances)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:55(<listcomp>)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1046(sum_of_terms)
28,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:364(_subcategory_hook_)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_space.py:273(is_positive_root)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:952(__call__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:7474(element_class)
67,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2449(validate)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:669(parse_indices_names)
135,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:244(_verbose_message)
34,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/additive_magmas.py:207(__init_extra__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/groups/libgap_morphism.py:610(__init__)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:63(__iter__)
174,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:553(is_set)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:463(<listcomp>)
12,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:385(__init__)
77,0.000,0.000,0.000,0.000,{method 'acquire' of '_thread.RLock' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/tempfile.py:142(rng)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/gui.py:1(<module>)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10713(get_vertices)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:93(negative_roots)
41,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:84(_unpack_uint32)
3,0.000,0.000,0.000,0.000,{built-in method sage.data_structures.blas_dict.sum}
1,0.000,0.000,0.000,0.000,{built-in method posix.getcwd}
124,0.000,0.000,0.000,0.000,{sage.categories.map.is_Map}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:937(__new__)
1,0.000,0.000,0.000,0.000,<string>:70(<dictcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/monoids/indexed_free_monoid.py:673(__init__)
2,0.000,0.000,0.000,0.000,{built-in method builtins.print}
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:974(term)
12,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:343(<listcomp>)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:71(__init__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1868(_resolve_string)
74,0.000,0.000,0.000,0.000,{built-in method from_bytes}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/elements.py:25(__init__)
19,0.000,0.000,0.000,0.000,{built-in method now}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:843(get_order)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:201(print_options)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.10/hmac.py:139(_current)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/enum.py:986(__and__)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:39(<listcomp>)
45,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:228(__init__)
36,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:102(<dictcomp>)
13,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/os.py:200(makedirs)
96,0.000,0.000,0.000,0.000,{built-in method _imp.acquire_lock}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:537(__eq__)
40,0.000,0.000,0.000,0.000,{method 'remove' of 'list' objects}
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/utils/importstring.py:8(import_item)
196,0.000,0.000,0.000,0.000,{built-in method builtins.divmod}
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/rings/rational_field.py:1516(_gap_init_)
32,0.000,0.000,0.000,0.000,{built-in method sage.rings.ring._is_Field}
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:205(colour)
8,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:112(__enter__)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:740(standardize_names_index_set)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/logging/__init__.py:2071(getLogger)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:942(<genexpr>)
131,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:1838(is_finite)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:173(append)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/misc.py:288(cputime)
432,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2692(kind)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:827(__init__)
137,0.000,0.000,0.000,0.000,{method 'pop' of 'dict' objects}
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:321(_get_mro)
75,0.000,0.000,0.000,0.000,{method 'release' of '_multiprocessing.SemLock' objects}
62,0.000,0.000,0.000,0.000,{sage.structure.parent.is_Parent}
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:112(__init__)
64,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:897(__exit__)
15,0.000,0.000,0.000,0.000,{method '__copy__' of 'sage.modules.vector_rational_dense.Vector_rational_dense' objects}
28,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1283(cohom_to_latex)
60,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:134(<genexpr>)
66,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/loader.py:243(_ensure_subconfig)
35,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:85(<genexpr>)
6,0.000,0.000,0.000,0.000,{built-in method sage.data_structures.blas_dict.sum_of_terms}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:900(__init__)
11,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:356(_escape)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:218(<dictcomp>)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:296(<listcomp>)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/classical_lie_algebra.py:1634(e_coeff)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:151(<genexpr>)
274,0.000,0.000,0.000,0.000,{method 'rstrip' of 'str' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/logging/__init__.py:1315(getLogger)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/fancy_repr.py:165(__call__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/util.py:171(register_after_fork)
64,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:893(__enter__)
171,0.000,0.000,0.000,0.000,{method 'append' of 'collections.deque' objects}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/output_basic.py:96(__init__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/backend_ipython.py:501(displayhook)
279,0.000,0.000,0.000,0.000,{method 'one' of 'sage.rings.ring.Ring' objects}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/indexed_generators.py:327(_repr_generator)
61,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/kac_moody_algebras.py:58(cartan_type)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:177(prod)
61,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:632(<listcomp>)
1,0.000,0.000,0.000,0.000,{method 'matrix' of 'sage.matrix.args.MatrixArgs' objects}
61,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:635(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:4836(_coerce_map_from_)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:235(<listcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1242(_repr_)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/quantum_center.py:485(extend_from_symmetry)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/repr.py:6(coeff_repr)
7/1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1244(in_degree)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:227(<dictcomp>)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:1190(getargs)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/asyncio.py:1(<module>)
15,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:542(_check_name_wrapper)
126,0.000,0.000,0.000,0.000,{method 'category' of 'sage.structure.parent.Parent' objects}
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:3173(allow_multiple_edges)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2970(prod)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3025(_subcategory_hook_)
4,0.000,0.000,0.000,0.000,{method 'is_directed_acyclic' of 'sage.graphs.base.c_graph.CGraphBackend' objects}
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:11135(add_edge)
77,0.000,0.000,0.000,0.000,{method 'release' of '_thread.RLock' objects}
2/1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_system.py:316(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:434(zip)
8,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:115(__exit__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1014(_super_categories_for_classes)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:618(__hash__)
136,0.000,0.000,0.000,0.000,{method 'copy' of 'dict' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_integer_dense_saturation.py:187(saturation)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:447(_simple)
12,0.000,0.000,0.000,0.000,{method 'categories' of 'sage.structure.category_object.CategoryObject' objects}
48,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:250(match)
46,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/dynamic_class.py:438(<genexpr>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1646(parent_class)
51,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:191(isclass)
202,0.000,0.000,0.000,0.000,{method 'lower' of 'str' objects}
29,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:823(_some_elements_from_iterator)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:424(index_set)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:304(end_group)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:280(begin_group)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/zmqshell.py:73(_hooks)
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/sequence.py:505(__getitem__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/random.py:119(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:844(_all_super_categories)
8,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1231(tuple_to_latex)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:490(__init__)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:265(_compile_charset)
91,0.000,0.000,0.000,0.000,{built-in method from_iterable}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:518(write)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/_weakrefset.py:27(__exit__)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/_distutils_hack/__init__.py:84(find_spec)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:1994(<genexpr>)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/contextlib.py:252(contextmanager)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/poor_man_map.py:111(codomain)
15,0.000,0.000,0.000,0.000,{method 'set' of 'sage.modules.free_module_element.FreeModuleElement' objects}
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:38(<dictcomp>)
59,0.000,0.000,0.000,0.000,{built-in method _thread.allocate_lock}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/rich_output/preferences.py:168(getter)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:10206(add_vertices)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/random.py:128(seed)
7,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1298(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:158(<listcomp>)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/os.py:674(__getitem__)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1182(exec_module)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:245(<listcomp>)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2332(validate)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/lib/pretty.py:495(enq)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/display.py:442(_repr_latex_)
66,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/homset.py:748(homset_category)
8,0.000,0.000,0.000,0.000,/usr/lib/python3.10/enum.py:359(__call__)
29,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:4006(order)
