ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
14,0.000,0.000,0.001,0.000,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:82(<listcomp>)
66,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:122(section_names)
3,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:996(_get_action_)
16,0.000,0.000,0.001,0.000,<frozen importlib._bootstrap>:492(_init_module_attrs)
96,0.000,0.000,0.001,0.000,<__array_function__ internals>:177(atleast_2d)
134/132,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:505(__call__)
3,0.000,0.000,0.001,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/asyncio.py:23(__init__)
2213,0.001,0.000,0.001,0.000,{method 'get' of 'mappingproxy' objects}
4,0.000,0.000,0.001,0.000,/usr/lib/python3.10/sre_compile.py:622(_code)
133,0.001,0.000,0.001,0.000,{method 'replace' of 'datetime.datetime' objects}
133,0.001,0.000,0.001,0.000,{method 'copy' of '_hashlib.HMAC' objects}
39,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:395(lookup_by_type)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/categories/modules_with_basis.py:205(basis)
3,0.000,0.000,0.001,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:846(__init__)
6,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/pretty_print.py:112(pretty)
4059,0.001,0.000,0.001,0.000,{method '__getitem__' of 'dict' objects}
15,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:145(__contains__)
99,0.000,0.000,0.001,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:3224(instance_init)
24/22,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_with_axiom.py:1967(__classcall__)
159,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:617(values)
17,0.000,0.000,0.000,0.000,{built-in method io.open_code}
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:449(__init__)
133,0.000,0.000,0.000,0.000,{method 'hexdigest' of '_hashlib.HMAC' objects}
27,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:329(__call__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1475(simple_reflection)
99,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/loader.py:309(_has_section)
63,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2687(validate)
2/1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:21772(relabel)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:955(__init__)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:846(<listcomp>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:979(setup_class)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:960(setup_class)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:380(_element_constructor_)
65,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_with_axiom.py:2007(__classget__)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:264(rank)
66,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/configurable.py:125(<listcomp>)
25,0.000,0.000,0.000,0.000,{method 'index' of 'tuple' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/util.py:1(<module>)
445,0.000,0.000,0.000,0.000,{built-in method builtins.max}
170,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:1102(_wait_for_tstate_lock)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:1(<module>)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:226(simple_coroot)
2447,0.000,0.000,0.000,0.000,{method 'add' of 'set' objects}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:768(__init__)
83,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:734(__iter__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:18846(is_transitively_reduced)
2804,0.000,0.000,0.000,0.000,{built-in method builtins.iter}
1107,0.000,0.000,0.000,0.000,{method 'mro' of 'type' objects}
96,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/shape_base.py:81(atleast_2d)
13/7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:574(__call__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:240(create_object)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/uuid.py:138(__init__)
63,0.000,0.000,0.000,0.000,{built-in method posix.stat}
127,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/kernelbase.py:617(get_parent)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:3174(bind)
710,0.000,0.000,0.000,0.000,{method 'encode' of 'str' objects}
27,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/sets_cat.py:962(_element_constructor_)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:380(__call__)
459,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2047(_resolve_classes)
8,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/weight_set.py:291(highest_weight_rep_dim)
5,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/structure/sequence.py:77(Sequence)
61,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:629(<listcomp>)
1,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1174(create_module)
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:90(__repr__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/unital_algebras.py:71(__init_extra__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/groupoid.py:33(__init__)
24/4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:87(_compile)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:3043(_bind)
1,0.000,0.000,0.000,0.000,{built-in method _imp.create_dynamic}
58,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:140(_path_stat)
30,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:380(cache_from_source)
75,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:104(acquire)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/sets_cat.py:230(_call_)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5643(__init__)
74,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_float.py:33(_validate_value)
1476,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:263(__init__)
187,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:254(cardinality)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5473(__init__)
93,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2718(instance_init)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:226(__classcall_private__)
468,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/multiarray.py:416(lexsort)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:18790(transitive_reduction)
333,0.000,0.000,0.000,0.000,/usr/lib/python3.10/weakref.py:348(__new__)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:4776(__init__)
142,0.000,0.000,0.000,0.000,/usr/lib/python3.10/html/__init__.py:12(escape)
1,0.000,0.000,0.000,0.000,{sage.graphs.generic_graph_pyx.transitive_reduction_acyclic}
124,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/finite_enumerated_sets.py:83(__len__)
1049,0.000,0.000,0.000,0.000,{method 'replace' of 'str' objects}
1,0.000,0.000,0.000,0.000,<string>:71(<dictcomp>)
7,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:83(__classcall__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/repl/display/fancy_repr.py:222(__call__)
1412,0.000,0.000,0.000,0.000,{built-in method builtins.abs}
28,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:1118(betti_number)
75,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:108(release)
1209,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1136(__get__)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/image_set.py:178(cardinality)
2,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:1152(__exit__)
98,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2286(validate)
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:1007(monomial)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:217(create_key)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:945(linear_combination)
158,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/iostream.py:90(_event_pipe)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/ambient_space.py:394(associated_coroot)
651,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:812(__getitem__)
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/_monitor.py:30(__init__)
87,0.000,0.000,0.000,0.000,/usr/lib/python3.10/abc.py:117(__instancecheck__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1265(alphacheck)
62,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/symbolic/callable.py:99(is_CallableSymbolicExpression)
31,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:391(cached)
122,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:126(_path_join)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:246(dynkin_diagram)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:1776(is_subcategory)
169,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weyl_group.py:774(__eq__)
552,0.000,0.000,0.000,0.000,{built-in method __new__ of type object at 0x7fcb0c147020}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:7426(basis_seq)
97,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:515(model_id)
50,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:476(__contains__)
6,0.000,0.000,0.000,0.000,{built-in method sage.data_structures.blas_dict.linear_combination}
99,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1433(_add_notifiers)
260,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/jsonutil.py:77(json_clean)
1476,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:266(__call__)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/enumerated_sets.py:116(_call_)
471,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2371(validate)
258,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2027(validate)
33,0.000,0.000,0.000,0.000,{built-in method posix.urandom}
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5735(__init__)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:169(__enter__)
78,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:749(<genexpr>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:526(close)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1246(simple_coroots)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:510(_get_cached)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:104(__init__)
755,0.000,0.000,0.000,0.000,{built-in method builtins.issubclass}
1,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/version.py:1(<module>)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/free_module.py:969(<genexpr>)
1403,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:933(<lambda>)
1141,0.000,0.000,0.000,0.000,{method 'index' of 'list' objects}
132,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:237(parse_notifier_name)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:20(_default_kernel)
266,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/jupyter_client/jsonutil.py:39(_ensure_tzinfo)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:469(cartan_matrix)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1603(set_trait)
133,0.000,0.000,0.000,0.000,{built-in method utcnow}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1497(simple_reflections)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:916(start)
16,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:405(<genexpr>)
12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1109(_coerce_map_from_)
174,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/formatters.py:551(_in_deferred_types)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:1435(__init__)
271,0.000,0.000,0.000,0.000,{built-in method posix.getpid}
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:796(__init__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:113(close)
3,0.000,0.000,0.000,0.000,{sage.rings.ring.is_Ring}
18,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/type_A.py:83(simple_root)
99,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/loader.py:217(_is_section_key)
33/24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:51(_widget_to_json)
10,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/with_basis/morphism.py:1484(_on_basis)
1,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:119(<listcomp>)
54,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1155(instance_init)
310,0.000,0.000,0.000,0.000,/usr/lib/python3.10/weakref.py:353(__init__)
15,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget_float.py:51(_validate_max)
18,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/digraph.py:1228(neighbors_out)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weight_lattice_realizations.py:357(rho)
108,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/la_modules.py:544(__init__)
1725,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:504(instance_init)
64,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/call.py:142(attrcall)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:1618(cartan_matrix)
66,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/loader.py:239(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_matrix.py:465(symmetrizer)
138,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/std.py:233(__call__)
67,0.000,0.000,0.000,0.000,{built-in method sage.categories.category_cy_helper._flatten_categories}
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/rings.py:382(_Hom_)
71,0.000,0.000,0.000,0.000,{method 'split' of 're.Pattern' objects}
6,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:351(_alpha_sum_to_array)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/synchronize.py:186(__init__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:447(simple_roots)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/multiprocessing/synchronize.py:50(__init__)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1531(_get_spec)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/dynkin_diagram.py:249(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:2126(level_sets)
52/46,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:3048(is_subcategory)
9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:1235(simple_coroot)
20/12,0.000,0.000,0.000,0.000,/usr/lib/python3.10/copy.py:66(copy)
158,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/family.py:628(<listcomp>)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1335(hold)
87,0.000,0.000,0.000,0.000,{built-in method _abc._abc_instancecheck}
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:217(register_callback)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/weight_lattice_realizations.py:297(fundamental_weights)
146,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/sets/finite_enumerated_set.py:168(__iter__)
1519,0.000,0.000,0.000,0.000,{built-in method builtins.callable}
89,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:647(_subcategory_hook_)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/groups/matrix_gps/matrix_group.py:564(__init__)
133,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/jupyter_client/session.py:280(extract_header)
3,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/utils.py:282(_screen_shape_linux)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/unital_algebras.py:169(_coerce_map_from_base_ring)
6,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:357(_tuple_to_weight)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/groups/matrix_gps/matrix_group.py:401(__init__)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1525(unobserve)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:465(alpha)
135,0.000,0.000,0.000,0.000,{built-in method builtins.locals}
17,0.000,0.000,0.000,0.000,{method 'read' of '_io.BufferedReader' objects}
54,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:1557(_register_validator)
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:179(_get_module_lock)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_compile.py:560(_compile_info)
98,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2196(_validate_bounds)
100,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/config/loader.py:296(__contains__)
122,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:128(<listcomp>)
24,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:1356(_path_importer_cache)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:3360(submodule)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/finite_dimensional_modules_with_basis.py:238(_dense_free_module)
13,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:2815(allows_loops)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:3288(span)
6,0.000,0.000,0.000,0.000,/home/rik/.sage/local/lib/python3.10/site-packages/tqdm/notebook.py:81(_repr_json_)
16,0.000,0.000,0.000,0.000,{built-in method builtins.any}
468,0.000,0.000,0.000,0.000,{method 'transpose' of 'numpy.ndarray' objects}
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:1198(__copy__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/lie_algebra.py:861(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/graphs/generic_graph.py:950(copy)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:6856(__init__)
20,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:150(_path_is_mode_type)
19,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:159(_path_isfile)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/modules/free_module.py:5899(__init__)
39,0.000,0.000,0.000,0.000,/usr/lib/python3.10/inspect.py:2780(args)
29,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category.py:691(__contains__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/category_types.py:49(__init__)
24,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/bggcomplex.py:359(<genexpr>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:1071(_coerce_map_from_base_ring)
2,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:66(_count_bad_cycles)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/categories/rings.py:512(__pow__)
852,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipywidgets/widgets/widget.py:779(_trait_to_json)
282,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/compute_signs.py:61(<listcomp>)
1,0.000,0.000,0.000,0.000,{method '_generic_coerce_map' of 'sage.structure.parent.Parent' objects}
14,0.000,0.000,0.000,0.000,/usr/lib/python3.10/threading.py:545(__init__)
3,0.000,0.000,0.000,0.000,{sage.modules.free_module_element.prepare}
28/9,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:175(getwidth)
30,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:132(_path_split)
45,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2834(validate_elements)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/lie_algebra.py:775(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/root_lattice_realizations.py:644(positive_roots)
19,0.000,0.000,0.000,0.000,{method '__make_element_class__' of 'sage.structure.parent.Parent' objects}
16,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:721(spec_from_file_location)
58,0.000,0.000,0.000,0.000,{built-in method utcfromtimestamp}
840,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/numpy/core/numeric.py:72(_zeros_like_dispatcher)
1260,0.000,0.000,0.000,0.000,stringsource:663(memoryview_check)
3,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/IPython/core/display.py:281(__init__)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/lie_algebra.py:502(__init__)
24,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2528(validate)
15,0.000,0.000,0.000,0.000,/home/rik/git/bgg-cohomology/bggcohomology/pbw.py:343(<lambda>)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:2153(<listcomp>)
61,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/algebras/lie_algebras/lie_algebra.py:844(indices)
1,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/matrix/matrix_space.py:2217(_an_element_)
135,0.000,0.000,0.000,0.000,/usr/lib/python3.10/sre_parse.py:165(__getitem__)
4,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/repr.py:49(repr_lincomb)
33,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/ipykernel/comm/comm.py:43(_default_topic)
63,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/traitlets/traitlets.py:2699(validate_elements)
71,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/root_system/cartan_type.py:2517(__hash__)
2,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/misc/sageinspect.py:1412(sage_getargspec)
6,0.000,0.000,0.000,0.000,/usr/lib/python3.10/site-packages/sage/combinat/posets/posets.py:1158(_vertex_to_element)
226,0.000,0.000,0.000,0.000,{method 'update' of 'dict' objects}
1,0.000,0.000,0.000,0.000,{method 'is_symmetrizable' of 'sage.matrix.matrix0.Matrix' objects}
